,model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,num_features,num_models,num_models_w_ancestors,memory_size,memory_size_w_ancestors,memory_size_min,memory_size_min_w_ancestors,num_ancestors,num_descendants,model_type,child_model_type,stopping_metric,hyperparameters,hyperparameters_fit,ag_args_fit,features,compile_time,child_hyperparameters,child_hyperparameters_fit,child_ag_args_fit,ancestors,descendants
0,LightGBM_BAG_L2,0.968125,accuracy,3.4372425079345703,231.34999346733093,0.007636308670043945,1.1760880947113037,2,True,113,117,8,748,1281044,1188133236,450872,39568792,110,1,StackerEnsembleModel,LGBModel,accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['NeuralNetTorch_r143_BAG_L1', 'LightGBMXT_BAG_L1', 'NeuralNetFastAI_BAG_L1', 'NeuralNetTorch_BAG_L1', 'NeuralNetTorch_r87_BAG_L1', 'NeuralNetFastAI_r138_BAG_L1', 'CatBoost_r143_BAG_L1', 'NeuralNetFastAI_r69_BAG_L1', 'NeuralNetFastAI_r37_BAG_L1', 'NeuralNetTorch_r22_BAG_L1', 'NeuralNetTorch_r158_BAG_L1', 'ExtraTrees_r126_BAG_L1', 'NeuralNetTorch_r30_BAG_L1', 'CatBoost_r137_BAG_L1', 'CatBoost_r60_BAG_L1', 'NeuralNetFastAI_r187_BAG_L1', 'Feature6', 'NeuralNetFastAI_r95_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r34_BAG_L1', 'RandomForest_r127_BAG_L1', 'NeuralNetFastAI_r134_BAG_L1', 'ExtraTreesEntr_BAG_L1', 'LightGBM_r121_BAG_L1', 'NeuralNetFastAI_r127_BAG_L1', 'XGBoost_r194_BAG_L1', 'LightGBM_r196_BAG_L1', 'CatBoost_r69_BAG_L1', 'KNeighborsUnif_BAG_L1', 'NeuralNetFastAI_r160_BAG_L1', 'NeuralNetTorch_r1_BAG_L1', 'Feature4', 'NeuralNetFastAI_r191_BAG_L1', 'LightGBM_r188_BAG_L1', 'CatBoost_r180_BAG_L1', 'CatBoost_r177_BAG_L1', 'NeuralNetFastAI_r111_BAG_L1', 'NeuralNetFastAI_r4_BAG_L1', 'NeuralNetTorch_r36_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'KNeighborsDist_BAG_L1', 'NeuralNetFastAI_r143_BAG_L1', 'CatBoost_r86_BAG_L1', 'LightGBM_r143_BAG_L1', 'CatBoost_r167_BAG_L1', 'LightGBM_r94_BAG_L1', 'XGBoost_r33_BAG_L1', 'NeuralNetTorch_r14_BAG_L1', 'LightGBM_r15_BAG_L1', 'ExtraTrees_r42_BAG_L1', 'CatBoost_r198_BAG_L1', 'RandomForest_r15_BAG_L1', 'NeuralNetFastAI_r172_BAG_L1', 'CatBoost_BAG_L1', 'XGBoost_r49_BAG_L1', 'Feature7', 'XGBoost_r34_BAG_L1', 'XGBoost_r95_BAG_L1', 'CatBoost_r50_BAG_L1', 'NeuralNetTorch_r19_BAG_L1', 'CatBoost_r49_BAG_L1', 'RandomForest_r39_BAG_L1', 'NeuralNetTorch_r185_BAG_L1', 'NeuralNetTorch_r135_BAG_L1', 'ExtraTrees_r49_BAG_L1', 'LightGBM_BAG_L1', 'RandomForestEntr_BAG_L1', 'LightGBM_r130_BAG_L1', 'NeuralNetFastAI_r11_BAG_L1', 'NeuralNetTorch_r86_BAG_L1', 'CatBoost_r5_BAG_L1', 'XGBoost_r31_BAG_L1', 'CatBoost_r9_BAG_L1', 'NeuralNetFastAI_r88_BAG_L1', 'NeuralNetFastAI_r103_BAG_L1', 'CatBoost_r6_BAG_L1', 'NeuralNetTorch_r76_BAG_L1', 'Feature3', 'Feature5', 'XGBoost_r22_BAG_L1', 'LightGBM_r96_BAG_L1', 'LightGBM_r30_BAG_L1', 'NeuralNetFastAI_r65_BAG_L1', 'RandomForest_r16_BAG_L1', 'CatBoost_r70_BAG_L1', 'NeuralNetFastAI_r102_BAG_L1', 'NeuralNetTorch_r197_BAG_L1', 'LightGBM_r42_BAG_L1', 'XGBoost_r98_BAG_L1', 'Feature2', 'ExtraTrees_r4_BAG_L1', 'NeuralNetTorch_r41_BAG_L1', 'RandomForestGini_BAG_L1', 'NeuralNetTorch_r31_BAG_L1', 'NeuralNetTorch_r71_BAG_L1', 'LightGBMLarge_BAG_L1', 'LightGBM_r131_BAG_L1', 'Feature1', 'LightGBM_r161_BAG_L1', 'XGBoost_BAG_L1', 'RandomForest_r195_BAG_L1', 'NeuralNetTorch_r121_BAG_L1', 'XGBoost_r89_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'RandomForest_r166_BAG_L1', 'ExtraTreesGini_BAG_L1', 'LightGBM_r135_BAG_L1', 'CatBoost_r163_BAG_L1', 'NeuralNetTorch_r79_BAG_L1', 'CatBoost_r128_BAG_L1', 'NeuralNetFastAI_r156_BAG_L1', 'CatBoost_r13_BAG_L1', 'CatBoost_r12_BAG_L1', 'NeuralNetFastAI_r145_BAG_L1', 'NeuralNetTorch_r89_BAG_L1', 'NeuralNetFastAI_r194_BAG_L1', 'NeuralNetFastAI_r100_BAG_L1']",,{'learning_rate': 0.05},{'num_boost_round': 40},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['NeuralNetTorch_r143_BAG_L1', 'LightGBMXT_BAG_L1', 'NeuralNetFastAI_BAG_L1', 'NeuralNetTorch_BAG_L1', 'NeuralNetTorch_r87_BAG_L1', 'NeuralNetFastAI_r138_BAG_L1', 'CatBoost_r143_BAG_L1', 'NeuralNetFastAI_r69_BAG_L1', 'NeuralNetFastAI_r37_BAG_L1', 'NeuralNetTorch_r22_BAG_L1', 'NeuralNetTorch_r158_BAG_L1', 'ExtraTrees_r126_BAG_L1', 'NeuralNetTorch_r30_BAG_L1', 'CatBoost_r137_BAG_L1', 'CatBoost_r60_BAG_L1', 'NeuralNetFastAI_r187_BAG_L1', 'NeuralNetFastAI_r95_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r34_BAG_L1', 'RandomForest_r127_BAG_L1', 'NeuralNetFastAI_r134_BAG_L1', 'ExtraTreesEntr_BAG_L1', 'LightGBM_r121_BAG_L1', 'NeuralNetFastAI_r127_BAG_L1', 'XGBoost_r194_BAG_L1', 'LightGBM_r196_BAG_L1', 'CatBoost_r69_BAG_L1', 'KNeighborsUnif_BAG_L1', 'NeuralNetFastAI_r160_BAG_L1', 'NeuralNetTorch_r1_BAG_L1', 'NeuralNetFastAI_r191_BAG_L1', 'LightGBM_r188_BAG_L1', 'CatBoost_r180_BAG_L1', 'CatBoost_r177_BAG_L1', 'NeuralNetFastAI_r111_BAG_L1', 'NeuralNetFastAI_r4_BAG_L1', 'NeuralNetTorch_r36_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'KNeighborsDist_BAG_L1', 'NeuralNetFastAI_r143_BAG_L1', 'CatBoost_r86_BAG_L1', 'LightGBM_r143_BAG_L1', 'CatBoost_r167_BAG_L1', 'LightGBM_r94_BAG_L1', 'XGBoost_r33_BAG_L1', 'NeuralNetTorch_r14_BAG_L1', 'LightGBM_r15_BAG_L1', 'ExtraTrees_r42_BAG_L1', 'CatBoost_r198_BAG_L1', 'RandomForest_r15_BAG_L1', 'NeuralNetFastAI_r172_BAG_L1', 'CatBoost_BAG_L1', 'XGBoost_r49_BAG_L1', 'XGBoost_r34_BAG_L1', 'XGBoost_r95_BAG_L1', 'CatBoost_r50_BAG_L1', 'NeuralNetTorch_r19_BAG_L1', 'CatBoost_r49_BAG_L1', 'RandomForest_r39_BAG_L1', 'NeuralNetTorch_r185_BAG_L1', 'NeuralNetTorch_r135_BAG_L1', 'ExtraTrees_r49_BAG_L1', 'LightGBM_BAG_L1', 'RandomForestEntr_BAG_L1', 'LightGBM_r130_BAG_L1', 'NeuralNetFastAI_r11_BAG_L1', 'NeuralNetTorch_r86_BAG_L1', 'CatBoost_r5_BAG_L1', 'XGBoost_r31_BAG_L1', 'CatBoost_r9_BAG_L1', 'NeuralNetFastAI_r88_BAG_L1', 'NeuralNetFastAI_r103_BAG_L1', 'CatBoost_r6_BAG_L1', 'NeuralNetTorch_r76_BAG_L1', 'XGBoost_r22_BAG_L1', 'LightGBM_r96_BAG_L1', 'LightGBM_r30_BAG_L1', 'NeuralNetFastAI_r65_BAG_L1', 'RandomForest_r16_BAG_L1', 'CatBoost_r70_BAG_L1', 'NeuralNetFastAI_r102_BAG_L1', 'NeuralNetTorch_r197_BAG_L1', 'LightGBM_r42_BAG_L1', 'XGBoost_r98_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'NeuralNetTorch_r41_BAG_L1', 'RandomForestGini_BAG_L1', 'NeuralNetTorch_r31_BAG_L1', 'NeuralNetTorch_r71_BAG_L1', 'LightGBMLarge_BAG_L1', 'LightGBM_r131_BAG_L1', 'LightGBM_r161_BAG_L1', 'XGBoost_BAG_L1', 'RandomForest_r195_BAG_L1', 'NeuralNetTorch_r121_BAG_L1', 'XGBoost_r89_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'RandomForest_r166_BAG_L1', 'ExtraTreesGini_BAG_L1', 'LightGBM_r135_BAG_L1', 'CatBoost_r163_BAG_L1', 'NeuralNetTorch_r79_BAG_L1', 'CatBoost_r128_BAG_L1', 'NeuralNetFastAI_r156_BAG_L1', 'CatBoost_r13_BAG_L1', 'CatBoost_r12_BAG_L1', 'NeuralNetFastAI_r145_BAG_L1', 'NeuralNetTorch_r89_BAG_L1', 'NeuralNetFastAI_r194_BAG_L1', 'NeuralNetFastAI_r100_BAG_L1']",['WeightedEnsemble_L3']
1,WeightedEnsemble_L3,0.968125,accuracy,3.439263343811035,232.30261659622192,0.0020208358764648438,0.9526231288909912,3,True,220,1,1,749,24321,1188157557,24321,39568792,111,0,WeightedEnsembleModel,GreedyWeightedEnsembleModel,accuracy,"{'use_orig_features': False, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}",['LightGBM_BAG_L2'],,{'ensemble_size': 100},{'ensemble_size': 1},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['NeuralNetTorch_r143_BAG_L1', 'LightGBMXT_BAG_L1', 'NeuralNetFastAI_BAG_L1', 'NeuralNetTorch_BAG_L1', 'NeuralNetTorch_r87_BAG_L1', 'NeuralNetFastAI_r138_BAG_L1', 'CatBoost_r143_BAG_L1', 'NeuralNetFastAI_r69_BAG_L1', 'NeuralNetFastAI_r37_BAG_L1', 'NeuralNetTorch_r22_BAG_L1', 'NeuralNetTorch_r158_BAG_L1', 'ExtraTrees_r126_BAG_L1', 'NeuralNetTorch_r30_BAG_L1', 'CatBoost_r137_BAG_L1', 'CatBoost_r60_BAG_L1', 'NeuralNetFastAI_r187_BAG_L1', 'NeuralNetFastAI_r95_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r34_BAG_L1', 'RandomForest_r127_BAG_L1', 'NeuralNetFastAI_r134_BAG_L1', 'ExtraTreesEntr_BAG_L1', 'LightGBM_r121_BAG_L1', 'NeuralNetFastAI_r127_BAG_L1', 'XGBoost_r194_BAG_L1', 'LightGBM_r196_BAG_L1', 'CatBoost_r69_BAG_L1', 'KNeighborsUnif_BAG_L1', 'NeuralNetFastAI_r160_BAG_L1', 'NeuralNetTorch_r1_BAG_L1', 'NeuralNetFastAI_r191_BAG_L1', 'LightGBM_r188_BAG_L1', 'CatBoost_r180_BAG_L1', 'CatBoost_r177_BAG_L1', 'NeuralNetFastAI_r111_BAG_L1', 'NeuralNetFastAI_r4_BAG_L1', 'NeuralNetTorch_r36_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'KNeighborsDist_BAG_L1', 'NeuralNetFastAI_r143_BAG_L1', 'CatBoost_r86_BAG_L1', 'LightGBM_r143_BAG_L1', 'CatBoost_r167_BAG_L1', 'LightGBM_r94_BAG_L1', 'XGBoost_r33_BAG_L1', 'NeuralNetTorch_r14_BAG_L1', 'LightGBM_r15_BAG_L1', 'ExtraTrees_r42_BAG_L1', 'CatBoost_r198_BAG_L1', 'RandomForest_r15_BAG_L1', 'NeuralNetFastAI_r172_BAG_L1', 'CatBoost_BAG_L1', 'XGBoost_r49_BAG_L1', 'XGBoost_r34_BAG_L1', 'XGBoost_r95_BAG_L1', 'CatBoost_r50_BAG_L1', 'NeuralNetTorch_r19_BAG_L1', 'CatBoost_r49_BAG_L1', 'RandomForest_r39_BAG_L1', 'NeuralNetTorch_r185_BAG_L1', 'NeuralNetTorch_r135_BAG_L1', 'ExtraTrees_r49_BAG_L1', 'LightGBM_BAG_L1', 'RandomForestEntr_BAG_L1', 'LightGBM_r130_BAG_L1', 'NeuralNetFastAI_r11_BAG_L1', 'NeuralNetTorch_r86_BAG_L1', 'CatBoost_r5_BAG_L1', 'XGBoost_r31_BAG_L1', 'CatBoost_r9_BAG_L1', 'NeuralNetFastAI_r88_BAG_L1', 'NeuralNetFastAI_r103_BAG_L1', 'CatBoost_r6_BAG_L1', 'NeuralNetTorch_r76_BAG_L1', 'XGBoost_r22_BAG_L1', 'LightGBM_r96_BAG_L1', 'LightGBM_r30_BAG_L1', 'NeuralNetFastAI_r65_BAG_L1', 'RandomForest_r16_BAG_L1', 'CatBoost_r70_BAG_L1', 'NeuralNetFastAI_r102_BAG_L1', 'NeuralNetTorch_r197_BAG_L1', 'LightGBM_r42_BAG_L1', 'XGBoost_r98_BAG_L1', 'LightGBM_BAG_L2', 'ExtraTrees_r4_BAG_L1', 'NeuralNetTorch_r41_BAG_L1', 'RandomForestGini_BAG_L1', 'NeuralNetTorch_r31_BAG_L1', 'NeuralNetTorch_r71_BAG_L1', 'LightGBMLarge_BAG_L1', 'LightGBM_r131_BAG_L1', 'LightGBM_r161_BAG_L1', 'XGBoost_BAG_L1', 'RandomForest_r195_BAG_L1', 'NeuralNetTorch_r121_BAG_L1', 'XGBoost_r89_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'RandomForest_r166_BAG_L1', 'ExtraTreesGini_BAG_L1', 'LightGBM_r135_BAG_L1', 'CatBoost_r163_BAG_L1', 'NeuralNetTorch_r79_BAG_L1', 'CatBoost_r128_BAG_L1', 'NeuralNetFastAI_r156_BAG_L1', 'CatBoost_r13_BAG_L1', 'CatBoost_r12_BAG_L1', 'NeuralNetFastAI_r145_BAG_L1', 'NeuralNetTorch_r89_BAG_L1', 'NeuralNetFastAI_r194_BAG_L1', 'NeuralNetFastAI_r100_BAG_L1']",[]
2,LightGBM_r130_BAG_L2,0.968125,accuracy,3.45457124710083,231.72302150726318,0.02496504783630371,1.5491161346435547,2,True,140,117,8,748,5234206,1192086398,1388491,39568792,110,0,StackerEnsembleModel,LGBModel,accuracy,"{'use_orig_features': True, 'max_base_models': 25, 'max_base_models_per_type': 5, 'save_bag_folds': True}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['NeuralNetTorch_r143_BAG_L1', 'LightGBMXT_BAG_L1', 'NeuralNetFastAI_BAG_L1', 'NeuralNetTorch_BAG_L1', 'NeuralNetTorch_r87_BAG_L1', 'NeuralNetFastAI_r138_BAG_L1', 'CatBoost_r143_BAG_L1', 'NeuralNetFastAI_r69_BAG_L1', 'NeuralNetFastAI_r37_BAG_L1', 'NeuralNetTorch_r22_BAG_L1', 'NeuralNetTorch_r158_BAG_L1', 'ExtraTrees_r126_BAG_L1', 'NeuralNetTorch_r30_BAG_L1', 'CatBoost_r137_BAG_L1', 'CatBoost_r60_BAG_L1', 'NeuralNetFastAI_r187_BAG_L1', 'Feature6', 'NeuralNetFastAI_r95_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r34_BAG_L1', 'RandomForest_r127_BAG_L1', 'NeuralNetFastAI_r134_BAG_L1', 'ExtraTreesEntr_BAG_L1', 'LightGBM_r121_BAG_L1', 'NeuralNetFastAI_r127_BAG_L1', 'XGBoost_r194_BAG_L1', 'LightGBM_r196_BAG_L1', 'CatBoost_r69_BAG_L1', 'KNeighborsUnif_BAG_L1', 'NeuralNetFastAI_r160_BAG_L1', 'NeuralNetTorch_r1_BAG_L1', 'Feature4', 'NeuralNetFastAI_r191_BAG_L1', 'LightGBM_r188_BAG_L1', 'CatBoost_r180_BAG_L1', 'CatBoost_r177_BAG_L1', 'NeuralNetFastAI_r111_BAG_L1', 'NeuralNetFastAI_r4_BAG_L1', 'NeuralNetTorch_r36_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'KNeighborsDist_BAG_L1', 'NeuralNetFastAI_r143_BAG_L1', 'CatBoost_r86_BAG_L1', 'LightGBM_r143_BAG_L1', 'CatBoost_r167_BAG_L1', 'LightGBM_r94_BAG_L1', 'XGBoost_r33_BAG_L1', 'NeuralNetTorch_r14_BAG_L1', 'LightGBM_r15_BAG_L1', 'ExtraTrees_r42_BAG_L1', 'CatBoost_r198_BAG_L1', 'RandomForest_r15_BAG_L1', 'NeuralNetFastAI_r172_BAG_L1', 'CatBoost_BAG_L1', 'XGBoost_r49_BAG_L1', 'Feature7', 'XGBoost_r34_BAG_L1', 'XGBoost_r95_BAG_L1', 'CatBoost_r50_BAG_L1', 'NeuralNetTorch_r19_BAG_L1', 'CatBoost_r49_BAG_L1', 'RandomForest_r39_BAG_L1', 'NeuralNetTorch_r185_BAG_L1', 'NeuralNetTorch_r135_BAG_L1', 'ExtraTrees_r49_BAG_L1', 'LightGBM_BAG_L1', 'RandomForestEntr_BAG_L1', 'LightGBM_r130_BAG_L1', 'NeuralNetFastAI_r11_BAG_L1', 'NeuralNetTorch_r86_BAG_L1', 'CatBoost_r5_BAG_L1', 'XGBoost_r31_BAG_L1', 'CatBoost_r9_BAG_L1', 'NeuralNetFastAI_r88_BAG_L1', 'NeuralNetFastAI_r103_BAG_L1', 'CatBoost_r6_BAG_L1', 'NeuralNetTorch_r76_BAG_L1', 'Feature3', 'Feature5', 'XGBoost_r22_BAG_L1', 'LightGBM_r96_BAG_L1', 'LightGBM_r30_BAG_L1', 'NeuralNetFastAI_r65_BAG_L1', 'RandomForest_r16_BAG_L1', 'CatBoost_r70_BAG_L1', 'NeuralNetFastAI_r102_BAG_L1', 'NeuralNetTorch_r197_BAG_L1', 'LightGBM_r42_BAG_L1', 'XGBoost_r98_BAG_L1', 'Feature2', 'ExtraTrees_r4_BAG_L1', 'NeuralNetTorch_r41_BAG_L1', 'RandomForestGini_BAG_L1', 'NeuralNetTorch_r31_BAG_L1', 'NeuralNetTorch_r71_BAG_L1', 'LightGBMLarge_BAG_L1', 'LightGBM_r131_BAG_L1', 'Feature1', 'LightGBM_r161_BAG_L1', 'XGBoost_BAG_L1', 'RandomForest_r195_BAG_L1', 'NeuralNetTorch_r121_BAG_L1', 'XGBoost_r89_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'RandomForest_r166_BAG_L1', 'ExtraTreesGini_BAG_L1', 'LightGBM_r135_BAG_L1', 'CatBoost_r163_BAG_L1', 'NeuralNetTorch_r79_BAG_L1', 'CatBoost_r128_BAG_L1', 'NeuralNetFastAI_r156_BAG_L1', 'CatBoost_r13_BAG_L1', 'CatBoost_r12_BAG_L1', 'NeuralNetFastAI_r145_BAG_L1', 'NeuralNetTorch_r89_BAG_L1', 'NeuralNetFastAI_r194_BAG_L1', 'NeuralNetFastAI_r100_BAG_L1']",,"{'learning_rate': 0.04711573688184715, 'extra_trees': False, 'feature_fraction': 0.6245777099925497, 'min_data_in_leaf': 56, 'num_leaves': 89}",{'num_boost_round': 118},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['NeuralNetTorch_r143_BAG_L1', 'LightGBMXT_BAG_L1', 'NeuralNetFastAI_BAG_L1', 'NeuralNetTorch_BAG_L1', 'NeuralNetTorch_r87_BAG_L1', 'NeuralNetFastAI_r138_BAG_L1', 'CatBoost_r143_BAG_L1', 'NeuralNetFastAI_r69_BAG_L1', 'NeuralNetFastAI_r37_BAG_L1', 'NeuralNetTorch_r22_BAG_L1', 'NeuralNetTorch_r158_BAG_L1', 'ExtraTrees_r126_BAG_L1', 'NeuralNetTorch_r30_BAG_L1', 'CatBoost_r137_BAG_L1', 'CatBoost_r60_BAG_L1', 'NeuralNetFastAI_r187_BAG_L1', 'NeuralNetFastAI_r95_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r34_BAG_L1', 'RandomForest_r127_BAG_L1', 'NeuralNetFastAI_r134_BAG_L1', 'ExtraTreesEntr_BAG_L1', 'LightGBM_r121_BAG_L1', 'NeuralNetFastAI_r127_BAG_L1', 'XGBoost_r194_BAG_L1', 'LightGBM_r196_BAG_L1', 'CatBoost_r69_BAG_L1', 'KNeighborsUnif_BAG_L1', 'NeuralNetFastAI_r160_BAG_L1', 'NeuralNetTorch_r1_BAG_L1', 'NeuralNetFastAI_r191_BAG_L1', 'LightGBM_r188_BAG_L1', 'CatBoost_r180_BAG_L1', 'CatBoost_r177_BAG_L1', 'NeuralNetFastAI_r111_BAG_L1', 'NeuralNetFastAI_r4_BAG_L1', 'NeuralNetTorch_r36_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'KNeighborsDist_BAG_L1', 'NeuralNetFastAI_r143_BAG_L1', 'CatBoost_r86_BAG_L1', 'LightGBM_r143_BAG_L1', 'CatBoost_r167_BAG_L1', 'LightGBM_r94_BAG_L1', 'XGBoost_r33_BAG_L1', 'NeuralNetTorch_r14_BAG_L1', 'LightGBM_r15_BAG_L1', 'ExtraTrees_r42_BAG_L1', 'CatBoost_r198_BAG_L1', 'RandomForest_r15_BAG_L1', 'NeuralNetFastAI_r172_BAG_L1', 'CatBoost_BAG_L1', 'XGBoost_r49_BAG_L1', 'XGBoost_r34_BAG_L1', 'XGBoost_r95_BAG_L1', 'CatBoost_r50_BAG_L1', 'NeuralNetTorch_r19_BAG_L1', 'CatBoost_r49_BAG_L1', 'RandomForest_r39_BAG_L1', 'NeuralNetTorch_r185_BAG_L1', 'NeuralNetTorch_r135_BAG_L1', 'ExtraTrees_r49_BAG_L1', 'LightGBM_BAG_L1', 'RandomForestEntr_BAG_L1', 'LightGBM_r130_BAG_L1', 'NeuralNetFastAI_r11_BAG_L1', 'NeuralNetTorch_r86_BAG_L1', 'CatBoost_r5_BAG_L1', 'XGBoost_r31_BAG_L1', 'CatBoost_r9_BAG_L1', 'NeuralNetFastAI_r88_BAG_L1', 'NeuralNetFastAI_r103_BAG_L1', 'CatBoost_r6_BAG_L1', 'NeuralNetTorch_r76_BAG_L1', 'XGBoost_r22_BAG_L1', 'LightGBM_r96_BAG_L1', 'LightGBM_r30_BAG_L1', 'NeuralNetFastAI_r65_BAG_L1', 'RandomForest_r16_BAG_L1', 'CatBoost_r70_BAG_L1', 'NeuralNetFastAI_r102_BAG_L1', 'NeuralNetTorch_r197_BAG_L1', 'LightGBM_r42_BAG_L1', 'XGBoost_r98_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'NeuralNetTorch_r41_BAG_L1', 'RandomForestGini_BAG_L1', 'NeuralNetTorch_r31_BAG_L1', 'NeuralNetTorch_r71_BAG_L1', 'LightGBMLarge_BAG_L1', 'LightGBM_r131_BAG_L1', 'LightGBM_r161_BAG_L1', 'XGBoost_BAG_L1', 'RandomForest_r195_BAG_L1', 'NeuralNetTorch_r121_BAG_L1', 'XGBoost_r89_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'RandomForest_r166_BAG_L1', 'ExtraTreesGini_BAG_L1', 'LightGBM_r135_BAG_L1', 'CatBoost_r163_BAG_L1', 'NeuralNetTorch_r79_BAG_L1', 'CatBoost_r128_BAG_L1', 'NeuralNetFastAI_r156_BAG_L1', 'CatBoost_r13_BAG_L1', 'CatBoost_r12_BAG_L1', 'NeuralNetFastAI_r145_BAG_L1', 'NeuralNetTorch_r89_BAG_L1', 'NeuralNetFastAI_r194_BAG_L1', 'NeuralNetFastAI_r100_BAG_L1']",[]
